nm, %T
800.000000, 80.791592
799.000000, 80.331757
798.000000, 79.379156
797.000000, 80.251904
796.000000, 81.133126
795.000000, 80.892872
794.000000, 80.298352
793.000000, 80.241872
792.000000, 81.496546
791.000000, 80.693939
790.000000, 80.564661
789.000000, 79.502494
788.000000, 80.282240
787.000000, 80.044679
786.000000, 80.066527
785.000000, 80.534460
784.000000, 80.309602
783.000000, 80.938142
782.000000, 80.180529
781.000000, 80.613135
780.000000, 80.651072
779.000000, 80.910551
778.000000, 81.355581
777.000000, 80.394704
776.000000, 80.602848
775.000000, 80.391620
774.000000, 81.754802
773.000000, 80.355032
772.000000, 80.459998
771.000000, 81.426506
770.000000, 80.764882
769.000000, 81.039825
768.000000, 79.891214
767.000000, 80.611045
766.000000, 80.969033
765.000000, 80.068034
764.000000, 79.989428
763.000000, 80.409070
762.000000, 80.301409
761.000000, 80.061478
760.000000, 79.658677
759.000000, 80.065681
758.000000, 80.485214
757.000000, 79.759975
756.000000, 79.685158
755.000000, 80.182865
754.000000, 80.314529
753.000000, 80.102484
752.000000, 80.210751
751.000000, 80.438866
750.000000, 80.241682
749.000000, 80.286721
748.000000, 80.306184
747.000000, 80.724733
746.000000, 80.333590
745.000000, 80.873388
744.000000, 80.441666
743.000000, 81.053409
742.000000, 80.443931
741.000000, 80.599905
740.000000, 80.226606
739.000000, 79.945627
738.000000, 79.808663
737.000000, 79.962885
736.000000, 80.562062
735.000000, 80.639663
734.000000, 80.604311
733.000000, 79.991411
732.000000, 79.983981
731.000000, 79.843444
730.000000, 79.930230
729.000000, 80.508059
728.000000, 80.674204
727.000000, 80.012681
726.000000, 80.410832
725.000000, 80.605857
724.000000, 80.684139
723.000000, 80.764859
722.000000, 80.824152
721.000000, 80.406168
720.000000, 80.200987
719.000000, 80.577748
718.000000, 80.721230
717.000000, 80.079077
716.000000, 79.836808
715.000000, 80.276832
714.000000, 80.377871
713.000000, 80.404742
712.000000, 80.285123
711.000000, 79.766496
710.000000, 80.255438
709.000000, 80.557773
708.000000, 80.089616
707.000000, 80.002124
706.000000, 80.271812
705.000000, 80.256402
704.000000, 80.594983
703.000000, 80.815356
702.000000, 80.309447
701.000000, 80.317769
700.000000, 80.184604
699.000000, 80.063889
698.000000, 80.205994
697.000000, 80.349883
696.000000, 80.305422
695.000000, 80.246499
694.000000, 80.119630
693.000000, 80.196486
692.000000, 80.069165
691.000000, 80.007876
690.000000, 80.189228
689.000000, 80.549906
688.000000, 80.617285
687.000000, 80.128798
686.000000, 80.264320
685.000000, 80.369400
684.000000, 80.474464
683.000000, 80.544358
682.000000, 80.264059
681.000000, 79.955324
680.000000, 79.886729
679.000000, 80.244287
678.000000, 80.454805
677.000000, 80.210082
676.000000, 80.083681
675.000000, 80.161830
674.000000, 79.966818
673.000000, 79.955288
672.000000, 80.047063
671.000000, 79.974166
670.000000, 80.060837
669.000000, 80.087146
668.000000, 79.912259
667.000000, 80.062335
666.000000, 80.124038
665.000000, 80.128698
664.000000, 80.378689
663.000000, 80.249898
662.000000, 79.989281
661.000000, 80.092792
660.000000, 80.078647
659.000000, 80.102736
658.000000, 80.243593
657.000000, 80.255268
656.000000, 80.219457
655.000000, 80.294941
654.000000, 80.215660
653.000000, 80.199385
652.000000, 80.282991
651.000000, 80.110374
650.000000, 79.918561
