nm, %T
800.000000, 25.139987
799.000000, 25.088060
798.000000, 25.148425
797.000000, 25.117067
796.000000, 25.119482
795.000000, 25.132995
794.000000, 25.206550
793.000000, 25.178911
792.000000, 25.174736
791.000000, 25.138120
790.000000, 25.216444
789.000000, 25.156870
788.000000, 25.228336
787.000000, 25.169666
786.000000, 25.145782
785.000000, 25.147010
784.000000, 25.104568
783.000000, 25.099330
782.000000, 25.150711
781.000000, 25.208786
780.000000, 25.153748
779.000000, 25.149099
778.000000, 25.124049
777.000000, 25.203804
776.000000, 25.216696
775.000000, 25.140807
774.000000, 25.110208
773.000000, 25.075958
772.000000, 25.107969
771.000000, 25.146928
770.000000, 25.141760
769.000000, 25.117240
768.000000, 25.086147
767.000000, 25.082898
766.000000, 25.114521
765.000000, 25.151077
764.000000, 25.228553
763.000000, 25.181111
762.000000, 25.064053
761.000000, 25.105871
760.000000, 25.161432
759.000000, 25.198530
758.000000, 25.138331
757.000000, 25.111676
756.000000, 25.108435
755.000000, 25.070899
754.000000, 25.026425
753.000000, 25.052170
752.000000, 25.061508
751.000000, 25.100060
750.000000, 25.076034
749.000000, 25.028392
748.000000, 25.033090
747.000000, 25.037169
746.000000, 25.057269
745.000000, 25.116273
744.000000, 25.116082
743.000000, 25.085184
742.000000, 25.060796
741.000000, 25.068160
740.000000, 25.086885
739.000000, 25.094640
738.000000, 25.096788
737.000000, 25.048677
736.000000, 25.026863
735.000000, 25.035518
734.000000, 24.995536
733.000000, 25.057489
732.000000, 25.064397
731.000000, 25.094643
730.000000, 25.073952
729.000000, 25.062911
728.000000, 25.022326
727.000000, 25.030737
726.000000, 24.996873
725.000000, 24.982997
724.000000, 24.981814
723.000000, 24.990966
722.000000, 25.018329
721.000000, 25.011927
720.000000, 25.018152
719.000000, 25.010281
718.000000, 25.061654
717.000000, 25.019481
716.000000, 24.978607
715.000000, 24.947272
714.000000, 24.948376
713.000000, 24.986862
712.000000, 24.949317
711.000000, 24.930880
710.000000, 24.947074
709.000000, 24.921995
708.000000, 24.931725
707.000000, 24.949786
706.000000, 24.965675
705.000000, 24.955341
704.000000, 24.936915
703.000000, 24.952420
702.000000, 24.992879
701.000000, 25.007310
700.000000, 24.986370
699.000000, 24.966225
698.000000, 24.967760
697.000000, 24.957513
696.000000, 24.957260
695.000000, 24.949196
694.000000, 24.936646
693.000000, 24.902828
692.000000, 24.907989
691.000000, 24.956820
690.000000, 25.002496
689.000000, 25.027477
688.000000, 25.051990
687.000000, 25.039983
686.000000, 25.048358
685.000000, 25.032930
684.000000, 24.992379
683.000000, 24.991624
682.000000, 25.003064
681.000000, 25.024962
680.000000, 25.018331
679.000000, 25.001251
678.000000, 25.000188
677.000000, 24.995994
676.000000, 24.994865
675.000000, 24.996680
674.000000, 24.991794
673.000000, 25.009460
672.000000, 25.030760
671.000000, 25.015668
670.000000, 25.001944
669.000000, 25.020063
668.000000, 25.030852
667.000000, 25.049753
666.000000, 25.072171
665.000000, 25.042749
664.000000, 25.019209
663.000000, 25.032142
662.000000, 25.047852
661.000000, 25.031222
660.000000, 25.031420
659.000000, 25.035193
658.000000, 25.052926
657.000000, 25.055129
656.000000, 25.053482
655.000000, 25.052479
654.000000, 25.057219
653.000000, 25.049825
652.000000, 25.043154
651.000000, 25.048993
650.000000, 25.062787
649.000000, 25.064192
648.000000, 25.047656
647.000000, 25.068448
646.000000, 25.107235
645.000000, 25.111715
644.000000, 25.092075
643.000000, 25.083200
642.000000, 25.087776
641.000000, 25.096031
640.000000, 25.097089
639.000000, 25.103914
638.000000, 25.106580
637.000000, 25.108271
636.000000, 25.116677
635.000000, 25.131548
634.000000, 25.110612
633.000000, 25.117758
632.000000, 25.136819
631.000000, 25.119228
630.000000, 25.128149
629.000000, 25.145280
628.000000, 25.159978
627.000000, 25.138182
626.000000, 25.123592
625.000000, 25.117187
624.000000, 25.150250
623.000000, 25.144766
622.000000, 25.139357
621.000000, 25.117896
620.000000, 25.137953
619.000000, 25.133957
618.000000, 25.117576
617.000000, 25.108748
616.000000, 25.097968
615.000000, 25.085542
614.000000, 25.102246
613.000000, 25.094802
612.000000, 25.105776
611.000000, 25.089226
610.000000, 25.077201
609.000000, 25.084538
608.000000, 25.085996
607.000000, 25.080186
606.000000, 25.083017
605.000000, 25.075569
604.000000, 25.058385
603.000000, 25.040622
602.000000, 25.042450
601.000000, 25.061313
600.000000, 25.079526
599.000000, 25.028763
598.000000, 25.009923
597.000000, 25.006193
596.000000, 25.009669
595.000000, 25.014794
594.000000, 24.990265
593.000000, 24.993808
592.000000, 25.017631
591.000000, 24.991972
590.000000, 24.984773
589.000000, 25.003474
588.000000, 25.012764
587.000000, 24.996841
586.000000, 24.935085
585.000000, 24.906390
584.000000, 24.894289
583.000000, 24.890460
582.000000, 24.875317
581.000000, 24.907176
580.000000, 24.877905
579.000000, 24.874970
578.000000, 24.829469
577.000000, 24.836750
576.000000, 24.849453
575.000000, 24.786305
574.000000, 24.709947
573.000000, 24.704696
572.000000, 24.703060
571.000000, 24.705201
570.000000, 24.710434
569.000000, 24.640009
568.000000, 24.616321
567.000000, 24.607541
566.000000, 24.606640
565.000000, 24.591791
564.000000, 24.583498
563.000000, 24.579659
562.000000, 24.126543
561.000000, 24.000402
560.000000, 23.975709
559.000000, 23.978761
558.000000, 23.971001
557.000000, 23.942735
556.000000, 23.911581
555.000000, 23.890782
554.000000, 23.918645
553.000000, 23.868805
552.000000, 23.870589
551.000000, 23.830545
550.000000, 23.787769
549.000000, 23.785614
548.000000, 23.778992
547.000000, 23.737720
546.000000, 23.714586
545.000000, 23.699956
544.000000, 23.655312
543.000000, 23.639911
542.000000, 23.618372
541.000000, 23.624084
540.000000, 23.569438
539.000000, 23.592322
538.000000, 23.562281
537.000000, 23.563951
536.000000, 23.509988
535.000000, 23.510348
534.000000, 23.484105
533.000000, 23.485863
532.000000, 23.464775
531.000000, 23.408670
530.000000, 23.428529
529.000000, 23.412469
528.000000, 23.397040
527.000000, 23.329099
526.000000, 23.339088
525.000000, 23.314864
524.000000, 23.354520
523.000000, 23.309197
522.000000, 23.280557
521.000000, 23.219951
520.000000, 23.197733
519.000000, 23.182683
518.000000, 23.154896
517.000000, 23.154472
516.000000, 23.117335
515.000000, 23.097038
514.000000, 23.047502
513.000000, 23.017441
512.000000, 23.012550
511.000000, 22.940378
510.000000, 22.916760
509.000000, 22.874619
508.000000, 22.819583
507.000000, 22.785820
506.000000, 22.778684
505.000000, 22.765572
504.000000, 22.728435
503.000000, 22.682355
502.000000, 22.579268
501.000000, 22.594571
500.000000, 22.560063
499.000000, 22.494863
498.000000, 22.469050
497.000000, 22.424864
496.000000, 22.447651
495.000000, 22.402751
494.000000, 22.438139
493.000000, 22.472178
492.000000, 22.474719
491.000000, 22.473750
490.000000, 22.472421
489.000000, 22.505411
488.000000, 22.505193
487.000000, 22.540019
486.000000, 22.585435
485.000000, 22.632736
484.000000, 22.662845
483.000000, 22.702883
482.000000, 22.724361
481.000000, 22.754447
480.000000, 22.797656
479.000000, 22.790462
478.000000, 22.783511
477.000000, 22.796688
476.000000, 22.774282
475.000000, 22.750979
474.000000, 22.768548
473.000000, 22.773475
472.000000, 22.796699
471.000000, 22.733329
470.000000, 22.710200
469.000000, 22.653716
468.000000, 22.638732
467.000000, 22.633698
466.000000, 22.617581
465.000000, 22.597921
464.000000, 22.572708
463.000000, 22.530257
462.000000, 22.495703
461.000000, 22.472251
460.000000, 22.442001
459.000000, 22.382137
458.000000, 22.353518
457.000000, 22.341808
456.000000, 22.288269
455.000000, 22.291747
454.000000, 22.277313
453.000000, 22.222469
452.000000, 22.239468
451.000000, 22.189327
450.000000, 22.158137
449.000000, 22.103281
448.000000, 22.089561
447.000000, 22.042279
446.000000, 22.031401
445.000000, 22.010141
444.000000, 21.953455
443.000000, 21.913933
442.000000, 21.897503
441.000000, 21.844038
440.000000, 21.854379
439.000000, 21.848115
438.000000, 21.818802
437.000000, 21.781341
436.000000, 21.749357
435.000000, 21.722531
434.000000, 21.719455
433.000000, 21.701330
432.000000, 21.677911
431.000000, 21.633474
430.000000, 21.610594
429.000000, 21.586143
428.000000, 21.530163
427.000000, 21.469687
426.000000, 21.453741
425.000000, 21.440354
424.000000, 21.403637
423.000000, 21.360221
422.000000, 21.343997
421.000000, 21.286067
420.000000, 21.242352
419.000000, 21.228877
418.000000, 21.204934
417.000000, 21.181514
416.000000, 21.135233
415.000000, 21.076749
414.000000, 21.023733
413.000000, 20.991622
412.000000, 20.969537
411.000000, 20.921361
410.000000, 20.865059
409.000000, 20.817092
408.000000, 20.778896
407.000000, 20.734468
406.000000, 20.692184
405.000000, 20.638777
404.000000, 20.596689
403.000000, 20.545138
402.000000, 20.480697
401.000000, 20.421355
400.000000, 20.395445
399.000000, 20.382010
398.000000, 20.341859
397.000000, 20.281755
396.000000, 20.199964
395.000000, 20.150621
394.000000, 20.106330
393.000000, 20.052780
392.000000, 19.940564
391.000000, 19.872990
390.000000, 19.818823
389.000000, 19.752752
388.000000, 19.696671
387.000000, 19.644758
386.000000, 19.577271
385.000000, 19.518376
384.000000, 19.448077
383.000000, 19.372192
382.000000, 19.308672
381.000000, 19.198251
380.000000, 19.101028
379.000000, 18.629412
378.000000, 18.202532
377.000000, 18.259608
376.000000, 18.155805
375.000000, 18.240228
374.000000, 18.348956
373.000000, 18.312049
372.000000, 18.300423
371.000000, 18.286276
370.000000, 18.233533
369.000000, 18.194160
368.000000, 18.167929
367.000000, 18.145858
366.000000, 17.958877
365.000000, 17.853461
364.000000, 17.789256
363.000000, 17.597640
362.000000, 17.523758
361.000000, 17.359214
360.000000, 17.206917
359.000000, 17.045036
358.000000, 16.918107
357.000000, 16.879163
356.000000, 16.717410
355.000000, 16.455684
354.000000, 16.236029
353.000000, 16.014071
352.000000, 15.841540
351.000000, 15.699622
350.000000, 15.482763
349.000000, 15.274879
348.000000, 15.059520
347.000000, 14.808219
346.000000, 14.583063
345.000000, 14.308435
344.000000, 14.035875
343.000000, 13.801859
342.000000, 13.537282
341.000000, 13.306569
340.000000, 13.009791
339.000000, 12.703486
338.000000, 12.479465
337.000000, 12.201636
336.000000, 11.946512
335.000000, 11.610214
334.000000, 11.239212
333.000000, 10.898193
332.000000, 10.652955
331.000000, 10.338514
330.000000, 10.036962
329.000000, 9.666851
328.000000, 9.312769
327.000000, 8.934185
326.000000, 8.557724
325.000000, 8.039550
324.000000, 7.595323
323.000000, 7.170334
322.000000, 6.709494
321.000000, 6.170688
320.000000, 5.643091
319.000000, 4.372171
318.000000, 3.556842
317.000000, 2.938443
316.000000, 2.341815
315.000000, 1.826176
314.000000, 1.409473
313.000000, 1.133802
312.000000, 0.987853
311.000000, 0.941067
310.000000, 0.946614
309.000000, 0.988408
308.000000, 1.028709
307.000000, 1.064735
306.000000, 1.095278
305.000000, 1.115978
304.000000, 1.130679
303.000000, 1.142928
302.000000, 1.158824
301.000000, 1.176189
300.000000, 1.192186
299.000000, 1.200878
298.000000, 1.228069
297.000000, 1.213618
296.000000, 1.220545
295.000000, 1.234308
294.000000, 1.233395
293.000000, 1.229743
292.000000, 1.235324
291.000000, 1.234144
290.000000, 1.233550
289.000000, 1.238779
288.000000, 1.238236
287.000000, 1.236321
286.000000, 1.227683
285.000000, 1.235825
284.000000, 1.238097
283.000000, 1.224544
282.000000, 1.232746
281.000000, 1.226002
280.000000, 1.215720
279.000000, 1.203262
278.000000, 1.191325
277.000000, 1.178045
276.000000, 1.166662
275.000000, 1.152336
274.000000, 1.127221
273.000000, 1.118530
272.000000, 1.096843
271.000000, 1.088747
270.000000, 1.072702
269.000000, 1.050239
268.000000, 1.027278
267.000000, 1.018052
266.000000, 1.001234
265.000000, 0.992212
264.000000, 0.979983
263.000000, 0.973132
262.000000, 0.967422
261.000000, 0.970588
260.000000, 0.967586
259.000000, 0.955284
258.000000, 0.966072
257.000000, 0.970941
256.000000, 0.977202
255.000000, 0.983302
254.000000, 1.006702
253.000000, 0.998076
252.000000, 1.024203
251.000000, 1.026298
250.000000, 1.041941
249.000000, 1.045497
248.000000, 1.051113
247.000000, 1.064685
246.000000, 1.048202
245.000000, 1.042100
244.000000, 1.050930
243.000000, 1.042317
242.000000, 1.043417
241.000000, 1.044982
240.000000, 1.031388
239.000000, 1.047103
238.000000, 1.035066
237.000000, 1.033002
236.000000, 1.028253
235.000000, 1.036142
234.000000, 1.038173
233.000000, 1.030624
232.000000, 1.028715
231.000000, 1.021177
230.000000, 1.014866
229.000000, 0.991888
228.000000, 0.994762
227.000000, 0.996290
226.000000, 0.994376
225.000000, 0.973200
224.000000, 0.967224
223.000000, 0.957759
222.000000, 0.971295
221.000000, 0.958095
220.000000, 0.950516
219.000000, 0.961899
218.000000, 0.955064
217.000000, 0.966770
216.000000, 0.978454
215.000000, 0.969089
214.000000, 0.957305
213.000000, 0.947212
212.000000, 0.959453
211.000000, 0.947767
210.000000, 0.929587
209.000000, 0.938997
208.000000, 0.930943
207.000000, 0.930109
206.000000, 0.934680
205.000000, 0.932546
204.000000, 0.914064
203.000000, 0.891228
202.000000, 0.878004
201.000000, 0.866934
200.000000, 0.909541
